Airline,Source,Destination,Total_Stops,Price,Duration(minute),Month_of_Journey,Day_of_Journey,Season,Time_of_Day,Flight_Duration_Category,Dep_Hour,Arr_Hour,Dep_Minute,Arr_Minute
10,3,0,1,11105.0,1550,3,24,0,1,0,20,22,20,10
4,3,0,1,14388.0,730,5,12,0,3,0,21,9,10,20
4,2,1,2,13014.0,1025,5,18,0,1,0,19,12,30,35
6,2,1,1,15411.0,510,3,6,0,2,1,10,18,20,50
4,2,1,1,16289.0,1385,3,9,0,1,0,19,18,45,50
3,2,1,1,6442.0,560,5,15,0,2,1,6,16,50,10
4,3,0,1,10844.0,475,5,18,0,2,1,8,16,25,20
4,4,3,0,5678.0,90,5,18,0,2,2,10,11,20,50
3,0,2,0,6906.0,170,4,12,0,3,2,23,2,30,20
8,1,4,0,3543.0,135,5,21,0,2,2,9,12,45,0
4,2,1,1,14714.0,600,6,6,1,2,1,9,19,0,0
11,0,5,0,11793.0,155,3,3,0,0,2,16,18,0,35
6,2,1,1,14323.0,465,5,15,0,2,1,11,19,30,15
8,0,2,0,3971.0,175,4,9,0,3,2,21,0,10,5
10,3,0,1,8452.0,1580,5,6,0,1,0,20,22,20,40
10,0,2,0,5403.0,160,4,12,0,2,2,7,9,0,40
6,2,1,1,13727.0,660,5,9,0,2,0,10,21,0,0
1,3,0,2,12639.0,1165,4,1,0,2,0,10,5,0,25
4,0,2,0,5198.0,175,4,18,0,0,2,15,18,15,10
10,0,2,0,4878.0,165,6,1,1,1,2,19,22,30,15
4,2,1,1,12373.0,1395,5,18,0,1,0,19,19,45,0
6,2,1,1,8552.0,540,3,3,0,2,1,7,16,10,10
10,2,1,0,6741.0,190,4,21,0,0,2,14,17,40,50
6,2,1,1,6481.0,385,4,9,0,0,1,12,19,50,15
6,2,1,1,7354.0,520,6,6,1,2,1,10,19,35,15
1,0,2,0,5228.0,170,4,21,0,3,2,21,23,5,55
4,3,0,1,10844.0,740,5,12,0,2,0,8,20,25,45
3,2,1,1,6347.0,320,5,18,0,2,1,6,12,50,10
1,0,5,1,5013.0,240,3,15,0,2,2,8,12,15,15
4,3,0,1,9663.0,585,6,9,1,1,1,18,4,55,40
3,0,2,0,4823.0,175,4,6,0,1,2,18,21,25,20
1,2,1,2,13381.0,1580,6,24,1,0,0,16,19,55,15
8,1,4,0,3543.0,135,6,1,1,2,2,9,12,45,0
4,3,0,1,9663.0,585,5,15,0,1,1,18,4,55,40
4,3,0,1,7064.0,1495,4,1,0,1,0,18,19,55,50
4,2,1,1,10262.0,715,6,9,1,2,0,7,19,5,0
1,2,1,2,13013.0,500,6,1,1,2,1,10,19,55,15
4,2,1,2,15339.0,1045,6,27,1,1,0,19,12,10,35
2,0,2,0,4937.0,170,4,18,0,2,2,11,14,40,30
3,2,1,1,6818.0,425,6,6,1,3,1,5,12,5,10
1,2,1,2,10441.0,1275,5,18,0,3,0,22,19,0,15
4,2,1,1,5177.0,300,4,3,0,0,2,14,19,0,0
3,1,4,0,3858.0,145,6,27,1,2,2,11,14,35,0
3,3,0,1,6534.0,315,5,18,0,3,1,21,2,0,15
6,2,1,1,6795.0,910,6,15,1,2,0,10,1,20,30
6,2,1,1,9736.0,705,6,3,1,2,0,7,19,30,15
4,0,2,0,7229.0,180,5,1,0,1,2,19,22,50,50
8,2,1,1,4957.0,295,4,24,0,0,2,17,22,55,50
3,0,5,0,7648.0,165,3,9,0,2,2,6,8,0,45
8,3,0,0,3873.0,150,6,15,1,0,2,14,17,55,25
4,3,0,1,14388.0,585,5,12,0,1,1,18,4,55,40
3,3,0,0,5618.0,160,3,6,0,0,2,17,19,15,55
6,2,1,1,7408.0,390,6,9,1,1,1,19,1,0,30
0,2,1,1,13774.0,330,3,3,0,0,1,16,22,45,15
10,0,2,0,4668.0,160,5,3,0,2,2,7,9,0,40
4,2,1,2,13082.0,2045,3,21,0,1,0,18,4,20,25
1,2,1,1,8669.0,925,6,3,1,3,0,3,19,50,15
3,2,1,1,6316.0,570,6,24,1,0,1,16,1,0,30
4,2,1,1,12583.0,365,3,6,0,3,1,22,4,20,25
10,0,5,0,7923.0,160,3,9,0,0,2,16,18,10,50
2,2,1,1,7378.0,350,3,3,0,2,1,7,12,0,50
10,0,2,0,4878.0,165,6,3,1,1,2,19,22,30,15
4,3,0,1,10844.0,1640,5,18,0,0,0,16,19,30,50
4,0,2,0,7229.0,180,4,3,0,2,2,8,11,20,20
8,2,1,1,6297.0,315,5,21,0,2,1,6,11,5,20
4,3,0,1,8529.0,960,6,12,1,1,0,20,12,0,0
6,2,1,1,13727.0,420,5,18,0,0,1,14,21,0,0
8,3,0,1,6643.0,520,5,24,0,2,1,8,17,35,15
6,2,1,1,10197.0,540,5,9,0,2,1,10,19,0,0
8,3,0,0,4911.0,140,4,21,0,3,2,22,0,20,40
3,1,4,0,6482.0,140,3,6,0,3,2,5,7,15,35
4,0,5,1,26890.0,380,3,1,0,2,1,8,15,55,15
3,3,0,1,3717.0,265,5,18,0,1,2,19,23,20,45
3,1,4,0,3597.0,140,6,1,1,0,2,13,15,15,35
1,0,5,2,10846.0,665,3,18,0,2,0,11,22,5,10
1,0,5,1,14069.0,1015,3,1,0,3,0,5,22,50,45
4,2,1,1,5177.0,825,4,1,0,3,0,22,12,50,35
1,2,1,2,14641.0,1545,3,6,0,3,0,5,7,55,40
3,2,1,1,6442.0,835,6,6,1,2,0,8,22,35,30
1,2,1,1,5704.0,315,3,21,0,0,1,17,23,45,0
4,3,0,1,9663.0,1155,5,6,0,0,0,14,9,5,20
4,2,1,1,14714.0,450,6,6,1,1,1,20,4,55,25
4,2,1,1,5406.0,540,4,1,0,2,1,10,19,0,0
10,3,0,1,8610.0,1440,5,15,0,1,0,20,20,20,20
4,2,1,2,14237.0,1090,6,12,1,1,0,18,12,25,35
3,0,2,0,4823.0,175,6,9,1,2,2,7,10,10,5
3,4,3,0,2227.0,90,3,27,0,1,2,20,21,5,35
4,2,1,1,12373.0,1280,5,18,0,2,0,7,4,5,25
1,2,1,1,8372.0,375,6,6,1,0,1,13,19,0,15
4,2,1,1,17024.0,870,3,3,0,0,0,13,4,55,25
1,4,3,0,3100.0,80,5,27,0,3,2,21,22,5,25
4,2,1,1,14053.0,775,3,9,0,2,0,6,19,50,45
3,1,4,0,3540.0,145,5,9,0,3,2,5,7,15,40
10,3,0,1,9345.0,1350,5,21,0,1,0,20,18,20,50
4,2,1,2,10368.0,1375,6,1,1,3,0,5,4,30,25
4,0,5,1,26890.0,325,3,1,0,2,1,7,12,0,25
8,4,3,0,5755.0,85,3,9,0,2,2,8,10,50,15
4,0,5,1,7832.0,435,3,21,0,2,1,8,16,55,10
4,3,0,1,14388.0,740,5,6,0,2,0,8,20,25,45
1,2,1,2,8839.0,1210,6,27,1,0,0,13,9,15,25
1,2,1,2,22096.0,1275,3,3,0,3,0,22,19,0,15
10,1,4,0,3687.0,135,5,27,0,2,2,7,9,5,20
6,2,1,1,9627.0,630,5,15,0,2,0,8,19,30,0
6,2,1,1,13542.0,845,3,21,0,2,0,11,1,30,35
3,0,2,0,4423.0,170,4,27,0,3,2,4,6,0,50
3,2,1,2,8899.0,985,3,3,0,3,0,4,21,55,20
8,2,1,1,5583.0,315,4,21,0,2,1,6,11,5,20
0,2,1,1,6752.0,830,5,27,0,0,0,16,6,45,35
8,1,4,0,3543.0,135,5,21,0,2,2,8,10,20,35
4,0,5,1,7832.0,435,3,21,0,2,1,8,15,0,15
1,3,0,2,10991.0,1625,5,1,0,3,0,5,8,50,55
4,2,1,1,12898.0,1655,5,27,0,2,0,9,12,0,35
4,2,1,1,12898.0,300,5,27,0,0,2,14,19,0,0
2,0,2,0,3398.0,170,5,24,0,2,2,11,14,40,30
1,2,1,0,5201.0,170,4,24,0,3,2,5,8,10,0
1,3,0,2,13873.0,920,5,6,0,2,0,10,1,0,20
1,2,1,1,7384.0,320,6,15,1,0,1,17,23,40,0
4,2,1,1,10262.0,610,6,6,1,1,0,18,4,15,25
4,3,0,1,10031.0,1655,3,24,0,2,0,8,12,25,0
4,3,0,1,12384.0,575,5,6,0,2,1,9,19,35,10
4,3,0,1,7757.0,1690,5,9,0,0,0,14,18,5,15
4,0,5,1,17261.0,840,3,6,0,3,0,21,11,25,25
8,1,4,0,7298.0,155,3,1,0,2,2,9,12,30,5
4,0,2,0,7229.0,175,4,6,0,0,2,15,18,15,10
3,3,0,0,4174.0,155,4,1,0,3,2,4,7,40,15
3,3,0,1,5699.0,280,5,18,0,0,2,17,22,35,15
1,3,0,0,4880.0,150,4,24,0,0,2,14,16,15,45
1,2,1,1,15284.0,675,3,6,0,2,0,8,19,0,15
4,3,0,1,13759.0,475,3,24,0,2,1,8,16,25,20
10,3,0,1,16092.0,530,3,24,0,2,1,9,18,55,45
3,4,3,0,4392.0,85,3,9,0,2,2,6,7,20,45
4,2,1,1,10262.0,940,6,24,1,1,0,20,12,55,35
8,3,0,0,3841.0,155,6,12,1,2,2,6,9,55,30
2,0,2,0,5048.0,175,6,1,1,2,2,7,10,45,40
1,3,0,1,11096.0,805,5,21,0,2,0,7,20,0,25
3,2,1,1,5073.0,275,4,24,0,2,2,7,12,35,10
4,2,1,1,19828.0,1110,3,3,0,2,0,9,4,55,25
10,1,4,0,3739.0,135,3,21,0,2,2,7,9,5,20
1,2,1,2,10598.0,2295,3,9,0,3,0,5,19,0,15
4,0,2,0,7229.0,185,6,15,1,1,2,18,22,55,0
10,3,0,1,8610.0,1550,4,1,0,0,0,17,18,0,50
10,2,1,0,6216.0,190,5,9,0,0,2,14,17,40,50
1,0,2,0,6961.0,170,6,9,1,0,2,13,16,20,10
4,3,0,1,10703.0,690,5,6,0,2,0,9,21,35,5
4,3,0,1,14151.0,395,5,15,0,0,1,17,23,0,35
4,3,0,1,8586.0,1655,5,9,0,2,0,6,10,30,5
3,3,0,0,4488.0,155,4,12,0,1,2,20,22,20,55
6,2,1,1,7408.0,450,6,15,1,1,1,18,1,0,30
4,2,1,0,5443.0,195,4,18,0,2,2,11,14,0,15
4,3,0,1,10539.0,575,6,12,1,2,1,9,19,35,10
6,2,1,1,7723.0,750,6,1,1,0,0,13,1,0,30
6,2,1,1,15411.0,680,3,6,0,2,0,7,18,30,50
4,0,2,0,7229.0,180,5,21,0,2,2,7,10,10,10
3,3,0,0,4804.0,155,6,21,1,1,2,20,22,20,55
4,4,3,0,4050.0,90,3,3,0,3,2,2,4,55,25
4,3,0,1,14151.0,1570,5,18,0,0,0,17,19,0,10
8,2,1,1,4957.0,295,4,6,0,0,2,17,22,55,50
1,0,5,0,7591.0,165,3,3,0,3,2,21,23,10,55
4,3,0,1,11134.0,520,3,24,0,0,1,13,22,55,35
3,2,1,1,6600.0,425,5,27,0,3,1,5,12,5,10
1,0,5,0,4966.0,165,3,9,0,3,2,21,23,10,55
1,2,1,2,15481.0,1490,6,1,1,2,0,6,7,50,40
8,3,0,0,5515.0,140,3,1,0,3,2,22,0,20,40
4,2,1,1,14714.0,660,6,15,1,2,0,8,19,0,0
2,2,1,1,4959.0,540,6,15,1,2,1,10,19,35,35
4,0,2,0,7229.0,175,4,21,0,2,2,11,14,10,5
1,2,1,0,6094.0,185,5,15,0,1,2,18,21,5,10
0,3,0,0,4409.0,155,4,24,0,2,2,10,12,20,55
6,2,1,1,9794.0,780,5,18,0,2,0,6,19,0,0
4,4,3,0,5678.0,85,4,3,0,3,2,2,4,55,20
3,2,1,1,6442.0,455,6,15,1,2,1,8,16,35,10
10,0,2,0,4878.0,160,5,18,0,2,2,7,9,0,40
4,3,0,1,12446.0,775,3,24,0,3,0,21,10,10,5
4,2,1,2,16704.0,1760,5,9,0,3,0,23,4,5,25
4,0,5,1,9134.0,300,3,15,0,3,2,5,10,45,45
4,3,0,1,8586.0,520,5,15,0,1,1,20,4,0,40
4,0,2,0,7229.0,180,6,1,1,2,2,7,10,10,10
4,0,2,0,6144.0,180,4,21,0,2,2,7,10,10,10
1,0,2,0,6961.0,165,5,18,0,2,2,10,12,0,45
4,3,0,1,10844.0,730,5,9,0,0,0,16,4,30,40
3,1,4,0,3597.0,140,5,21,0,1,2,19,21,35,55
8,0,5,1,7139.0,475,3,21,0,2,1,10,18,20,15
1,4,3,2,25139.0,1775,3,6,0,2,0,9,15,40,15
4,2,1,2,10368.0,1615,6,1,1,2,0,9,12,40,35
1,2,1,1,5117.0,765,4,6,0,1,0,20,9,40,25
6,2,1,1,9211.0,455,5,18,0,2,1,11,19,40,15
8,3,0,0,4174.0,150,4,15,0,0,2,17,19,10,40
6,2,1,1,10786.0,705,5,27,0,2,0,7,19,30,15
4,0,5,1,9134.0,1420,3,15,0,2,0,8,7,0,40
4,2,1,2,13376.0,830,6,1,1,0,0,14,4,35,25
1,0,5,1,6955.0,770,3,21,0,3,0,22,10,0,50
4,3,0,1,10844.0,590,5,9,0,2,1,8,18,25,15
0,3,0,0,3807.0,150,4,1,0,1,2,19,22,55,25
4,3,0,1,9663.0,1315,5,1,0,0,0,14,12,5,0
4,2,1,1,12373.0,1570,5,9,0,3,0,2,4,15,25
8,0,2,0,4991.0,175,5,1,0,3,2,21,0,10,5
1,2,1,1,6745.0,1215,3,21,0,3,0,23,19,0,15
4,2,1,1,10262.0,1210,6,15,1,3,0,22,19,50,0
4,2,1,1,6540.0,655,3,27,0,0,0,17,4,30,25
8,3,0,0,3873.0,150,4,6,0,0,2,17,19,10,40
4,2,1,1,15554.0,1270,5,9,0,3,0,21,19,50,0
3,3,0,0,4804.0,155,5,27,0,1,2,20,22,20,55
4,2,1,1,7438.0,1240,3,27,0,3,0,23,19,5,45
0,0,2,0,6181.0,170,5,3,0,3,2,4,7,55,45
6,2,1,1,9424.0,390,5,1,0,1,1,19,1,0,30
1,0,5,2,12725.0,1800,3,12,0,0,0,17,23,25,25
1,0,5,1,6046.0,790,3,15,0,2,0,8,21,15,25
8,0,2,0,3971.0,175,6,15,1,3,2,21,0,10,5
4,3,0,1,12692.0,1080,6,6,1,1,0,20,14,25,25
3,2,1,1,7451.0,480,3,6,0,0,1,14,22,20,20
4,0,5,1,13817.0,525,3,12,0,3,1,22,7,55,40
4,3,0,1,10703.0,750,5,6,0,2,0,9,22,35,5
4,0,5,1,13817.0,800,3,12,0,3,0,21,10,25,45
4,0,5,1,27210.0,370,3,15,0,3,1,22,5,55,5
4,3,0,1,13941.0,450,5,18,0,3,1,21,4,10,40
1,0,5,1,10246.0,1155,3,1,0,0,0,17,12,0,15
3,3,0,0,4804.0,155,5,6,0,0,2,17,19,15,50
0,3,0,1,6810.0,720,6,6,1,3,0,22,10,40,40
4,0,2,0,5198.0,180,5,1,0,2,2,8,11,20,20
10,0,2,0,5613.0,170,5,3,0,3,2,21,23,0,50
3,4,3,0,4784.0,85,3,3,0,3,2,21,22,20,45
4,2,1,1,5406.0,1385,3,21,0,1,0,19,18,45,50
1,0,2,0,5228.0,170,4,27,0,0,2,13,16,20,10
4,2,1,1,12898.0,1325,5,27,0,1,0,20,19,55,0
1,1,4,0,4667.0,135,6,15,1,2,2,11,13,40,55
4,3,0,1,14781.0,345,5,21,0,0,1,14,19,5,50
10,0,2,0,5403.0,170,4,21,0,2,2,9,12,45,35
4,3,0,1,9899.0,570,6,12,1,0,1,14,23,5,35
4,2,1,2,13029.0,535,5,21,0,1,1,19,4,30,25
10,3,0,1,9187.0,1065,5,18,0,0,0,17,10,0,45
3,0,2,0,4823.0,170,5,24,0,1,2,20,22,0,50
1,2,1,2,8665.0,1305,3,27,0,3,0,21,19,30,15
3,2,1,1,14871.0,755,3,6,0,2,0,8,21,25,0
3,4,3,0,4049.0,90,6,21,1,2,2,6,7,25,55
1,1,4,0,4667.0,135,6,12,1,2,2,11,13,40,55
3,3,0,1,4226.0,235,4,9,0,1,2,19,23,55,50
1,0,5,0,7591.0,165,3,3,0,2,2,6,8,10,55
4,0,5,1,19225.0,450,3,6,0,3,1,5,13,45,15
4,2,1,1,12898.0,1040,5,27,0,1,0,19,12,15,35
3,4,3,0,2754.0,90,6,9,1,0,2,12,13,0,30
8,4,3,0,1965.0,90,5,3,0,0,2,13,14,15,45
1,3,0,2,12835.0,1830,3,24,0,0,0,16,23,45,15
5,0,5,1,52229.0,300,3,1,0,3,2,5,10,45,45
6,2,1,1,14533.0,675,5,15,0,2,0,8,19,0,15
10,0,2,0,4668.0,170,6,24,1,2,2,9,12,45,35
4,2,1,1,11822.0,1145,4,9,0,0,0,17,12,30,35
4,2,1,1,6017.0,395,3,27,0,3,1,21,4,50,25
4,2,1,1,14714.0,450,6,9,1,2,1,11,19,30,0
8,1,4,0,3597.0,135,6,9,1,2,2,8,10,20,35
0,0,2,0,3383.0,165,4,24,0,2,2,11,13,10,55
1,3,0,2,11642.0,765,5,18,0,0,0,16,5,50,35
10,0,2,0,5403.0,170,4,27,0,3,2,21,23,0,50
1,2,1,2,14221.0,1595,3,3,0,0,0,16,19,40,15
4,3,0,1,8586.0,775,5,18,0,3,0,21,10,10,5
3,4,3,0,4049.0,90,6,12,1,2,2,9,10,10,40
4,2,1,1,10262.0,520,6,3,1,1,1,19,4,45,25
6,2,1,1,7888.0,840,5,21,0,2,0,7,21,0,0
1,2,1,2,8236.0,1410,3,21,0,1,0,19,19,45,15
1,2,1,2,12961.0,1795,6,6,1,0,0,13,19,20,15
4,3,0,1,8586.0,1330,5,9,0,2,0,6,4,30,40
3,3,0,1,5279.0,290,5,18,0,2,2,8,13,10,0
2,0,2,0,3419.0,165,6,18,1,1,2,20,23,55,40
4,2,1,2,13292.0,810,6,15,1,3,0,5,19,30,0
4,3,0,1,13067.0,800,5,15,0,1,0,20,9,25,45
3,1,4,0,3597.0,140,5,3,0,0,2,13,15,15,35
4,2,1,1,15554.0,715,5,18,0,2,0,7,19,5,0
3,2,1,1,6027.0,310,5,15,0,0,1,17,22,5,15
4,3,0,1,14781.0,705,5,9,0,2,0,6,18,30,15
3,0,2,0,3943.0,180,5,27,0,3,2,21,0,15,15
2,2,1,1,5842.0,370,6,12,1,2,1,7,13,25,35
3,1,4,0,4326.0,140,3,15,0,3,2,5,7,15,35
6,2,1,1,8937.0,645,6,1,1,2,0,8,19,30,15
1,1,4,0,3670.0,135,3,21,0,2,2,11,13,40,55
3,0,2,0,4823.0,175,6,18,1,1,2,18,21,25,20
4,4,3,0,2071.0,90,4,3,0,1,2,19,21,35,5
6,2,1,1,6093.0,455,6,27,1,0,1,14,22,55,30
10,3,0,1,11682.0,1595,3,24,0,1,0,20,22,20,55
3,0,5,1,7774.0,285,3,3,0,3,2,5,10,25,10
4,3,0,1,13067.0,1285,5,12,0,0,0,17,14,0,25
3,2,1,1,7514.0,515,5,27,0,2,1,7,16,35,10
6,2,1,1,6838.0,510,4,9,0,0,1,17,1,0,30
3,1,4,0,3858.0,135,3,18,0,0,2,13,15,20,35
6,2,1,1,6795.0,760,6,15,1,0,0,12,1,50,30
4,2,1,2,16263.0,505,5,27,0,1,1,20,4,0,25
1,3,0,1,8576.0,1540,5,9,0,0,0,16,18,50,30
1,0,2,0,5228.0,165,5,6,0,2,2,10,12,0,45
4,2,1,2,16704.0,1760,5,1,0,3,0,23,4,5,25
3,3,0,0,8872.0,160,3,24,0,1,2,20,23,25,5
2,0,2,0,3898.0,170,5,3,0,2,2,11,14,40,30
8,1,4,0,3332.0,140,3,21,0,0,2,17,20,45,5
4,3,0,1,5608.0,435,5,21,0,2,1,10,17,20,35
4,3,0,1,13941.0,1215,5,9,0,2,0,8,4,25,40
6,2,1,1,9100.0,705,3,21,0,2,0,7,19,30,15
10,0,2,0,4878.0,155,6,15,1,0,2,17,19,0,35
3,2,1,1,6416.0,810,6,1,1,2,0,7,21,30,0
8,4,3,0,2017.0,90,5,12,0,3,2,5,7,45,15
4,2,1,2,10976.0,1475,3,27,0,1,0,19,19,10,45
4,3,0,1,10031.0,1235,3,24,0,1,0,19,16,45,20
3,3,0,0,4462.0,170,3,18,0,3,2,5,8,30,20
3,2,1,1,5073.0,275,4,1,0,2,2,7,12,35,10
3,1,4,0,4326.0,140,3,27,0,3,2,5,7,15,35
7,2,1,1,10161.0,705,3,21,0,2,0,7,19,30,15
3,4,3,0,3175.0,90,6,12,1,0,2,16,18,55,25
10,3,0,1,12312.0,770,3,24,0,1,0,20,9,20,10
4,2,1,2,12604.0,1470,3,21,0,1,0,18,18,20,50
6,2,1,1,10877.0,690,6,15,1,2,0,7,19,30,0
3,3,0,1,4226.0,240,5,18,0,2,2,6,10,20,20
4,2,1,1,5406.0,660,4,6,0,2,0,8,19,0,0
3,2,1,1,8618.0,325,5,15,0,3,1,2,7,0,25
3,3,0,0,4174.0,155,4,18,0,0,2,17,19,15,50
2,2,1,1,10651.0,310,6,1,1,0,1,14,19,25,35
4,2,1,1,5963.0,610,3,21,0,1,0,18,4,15,25
4,2,1,2,10368.0,1615,6,12,1,2,0,9,12,40,35
3,4,3,1,7681.0,435,3,6,0,0,1,15,23,45,0
6,2,1,1,7485.0,490,5,21,0,0,1,12,21,50,0
4,0,2,0,4544.0,175,4,3,0,0,2,15,18,15,10
8,3,0,1,4649.0,315,4,15,0,0,1,15,20,5,20
10,1,4,0,11982.0,140,5,12,0,0,2,17,20,45,5
4,4,3,0,4995.0,85,6,24,1,2,2,7,8,5,30
3,3,0,1,5069.0,290,5,9,0,2,2,8,13,10,0
8,3,0,0,3873.0,140,6,1,1,3,2,22,0,20,40
8,3,0,0,3873.0,140,4,27,0,3,2,22,0,20,40
1,2,1,1,8907.0,795,5,27,0,2,0,9,23,45,0
4,3,0,1,10844.0,1150,6,9,1,3,0,21,16,10,20
4,3,0,1,10844.0,1360,5,15,0,3,0,21,19,10,50
4,3,0,1,9663.0,890,5,6,0,3,0,21,12,10,0
4,2,1,2,13292.0,910,6,1,1,3,0,21,12,25,35
4,2,1,2,14441.0,425,6,12,1,3,1,5,12,30,35
4,4,3,0,4050.0,85,6,9,1,3,2,2,4,55,20
3,0,5,0,6144.0,175,3,9,0,3,2,21,0,20,15
3,2,1,1,14871.0,480,3,6,0,2,1,7,15,30,30
0,0,2,0,4483.0,165,4,18,0,2,2,11,13,10,55
3,2,1,1,6979.0,895,5,15,0,2,0,10,1,35,30
4,4,3,0,8040.0,90,6,27,1,2,2,10,11,20,50
3,2,1,1,7048.0,975,6,1,1,2,0,9,1,15,30
8,0,2,0,3573.0,170,6,27,1,2,2,9,12,30,20
3,2,1,1,5054.0,300,5,27,0,0,2,16,21,0,0
1,2,1,1,8582.0,1335,6,1,1,3,0,21,19,0,15
0,2,1,1,8759.0,330,6,9,1,2,1,7,13,55,25
3,2,1,1,6442.0,515,4,27,0,2,1,7,16,35,10
1,2,1,1,8879.0,925,5,18,0,3,0,3,19,50,15
4,3,0,1,10031.0,1260,3,24,0,3,0,21,18,10,10
4,2,1,2,10368.0,810,6,3,1,3,0,5,19,30,0
3,0,2,0,3943.0,170,6,24,1,0,2,13,15,0,50
3,2,1,1,14871.0,405,3,3,0,3,1,4,11,45,30
4,4,3,0,4995.0,90,6,18,1,2,2,8,10,45,15
6,2,1,1,10791.0,520,6,24,1,2,1,10,19,20,0
8,4,3,0,2753.0,90,6,3,1,3,2,5,7,45,15
3,0,2,0,4423.0,170,4,9,0,2,2,10,13,10,0
0,3,0,0,4409.0,155,5,27,0,2,2,10,12,20,55
1,3,0,1,6117.0,965,5,9,0,1,0,19,11,0,5
4,2,1,2,15129.0,1430,5,21,0,1,0,19,19,10,0
10,3,0,1,9345.0,1625,6,6,1,1,0,20,23,20,25
10,3,0,1,8085.0,975,5,9,0,2,0,7,23,10,25
4,2,1,1,15554.0,925,5,6,0,0,0,13,4,0,25
8,0,2,0,3573.0,170,5,21,0,2,2,9,12,30,20
6,2,1,1,17073.0,515,3,3,0,0,1,17,1,0,35
6,2,1,1,6795.0,830,6,9,1,2,0,11,1,40,30
10,0,5,0,5403.0,160,3,21,0,2,2,7,9,0,40
3,1,4,0,3540.0,145,5,15,0,3,2,5,7,15,40
10,2,1,0,6216.0,190,4,24,0,0,2,14,17,40,50
4,0,2,0,3359.0,175,5,21,0,0,2,15,18,50,45
4,3,0,1,10844.0,1720,5,24,0,1,0,18,23,55,35
1,0,2,0,6961.0,170,6,15,1,0,2,13,16,20,10
0,3,0,0,4107.0,155,4,3,0,2,2,10,12,20,55
6,2,1,1,13069.0,580,3,21,0,2,1,9,18,10,50
4,2,1,2,13357.0,1000,6,24,1,2,0,11,4,45,25
3,2,1,1,6938.0,380,6,1,1,0,1,16,22,10,30
4,2,1,2,13292.0,1620,6,27,1,2,0,9,12,35,35
1,0,5,2,26743.0,875,3,1,0,2,0,8,23,50,25
6,2,1,1,13568.0,730,3,21,0,2,0,6,18,40,50
6,2,1,1,15353.0,455,3,6,0,2,1,11,19,40,15
3,1,4,0,3597.0,140,5,15,0,0,2,14,17,45,5
4,3,0,1,10031.0,1150,3,24,0,3,0,21,16,10,20
1,3,0,2,14687.0,1200,5,9,0,2,0,9,5,25,25
4,0,2,0,7229.0,180,6,6,1,1,2,19,22,50,50
2,2,1,1,10188.0,310,5,9,0,0,1,14,19,25,35
10,0,5,0,7398.0,160,3,9,0,2,2,7,9,0,40
4,2,1,2,16704.0,1775,5,18,0,0,0,13,19,25,0
3,0,5,1,8153.0,295,3,1,0,0,2,16,21,55,50
4,0,2,0,7229.0,180,4,9,0,2,2,7,10,10,10
6,2,1,1,6943.0,750,5,27,0,0,0,13,1,0,30
6,2,1,1,8937.0,755,6,1,1,2,0,6,19,40,15
1,2,1,2,9400.0,1580,3,3,0,2,0,7,9,5,25
10,3,0,1,13152.0,795,3,24,0,2,0,7,20,10,25
3,0,2,0,3419.0,170,6,1,1,3,2,22,1,10,0
10,3,0,1,7927.0,765,6,12,1,1,0,20,9,20,5
1,0,5,2,9796.0,980,3,15,0,3,0,5,22,50,10
10,0,5,0,8028.0,160,3,3,0,2,2,11,14,30,10
6,2,1,2,10759.0,495,3,6,0,0,1,13,21,5,20
6,2,1,1,10197.0,720,5,21,0,2,0,7,19,0,0
1,0,2,0,5228.0,170,6,1,1,3,2,21,23,5,55
6,2,1,1,9275.0,660,5,18,0,2,0,10,21,0,0
3,1,4,0,5277.0,140,3,3,0,3,2,22,0,5,25
4,2,1,2,13848.0,830,5,18,0,0,0,14,4,35,25
3,2,1,1,6412.0,490,5,15,0,0,1,14,22,20,30
4,3,0,1,13941.0,730,5,18,0,0,0,16,4,30,40
10,0,2,0,4668.0,160,5,6,0,2,2,7,9,0,40
3,0,2,0,3419.0,165,6,18,1,3,2,1,4,30,15
3,0,2,0,3943.0,170,4,6,0,3,2,22,1,10,0
1,3,0,1,6528.0,1440,5,24,0,0,0,14,14,35,35
4,0,2,0,7229.0,180,5,21,0,0,2,17,20,45,45
6,2,1,1,13542.0,755,3,21,0,0,0,13,1,0,35
4,3,0,1,8529.0,1550,6,12,1,1,0,18,20,55,45
4,0,2,0,8016.0,175,6,21,1,0,2,15,18,15,10
4,2,1,2,13029.0,1025,5,9,0,1,0,19,12,30,35
4,2,1,2,15129.0,1760,5,9,0,3,0,23,4,5,25
4,2,1,2,10368.0,535,6,9,1,1,1,19,4,30,25
1,2,1,0,8666.0,185,3,3,0,1,2,18,21,5,10
4,2,1,1,15554.0,540,5,18,0,2,1,10,19,0,0
4,0,5,1,26890.0,625,3,1,0,3,0,5,16,45,10
4,3,0,1,13067.0,1005,5,21,0,0,0,17,9,0,45
4,0,2,0,4544.0,165,4,1,0,2,2,6,8,0,45
10,3,0,1,8452.0,1580,5,21,0,1,0,20,22,20,40
6,2,1,1,7268.0,795,6,27,1,2,0,6,19,0,15
6,2,1,1,9627.0,630,5,9,0,2,0,8,19,30,0
6,2,1,1,9103.0,455,5,9,0,2,1,11,19,25,0
6,2,1,1,11142.0,660,4,9,0,2,0,8,19,0,0
